No,;Time;;Time 1;Time 2;Delay;delay 1;delay 2;jitter
375;1358,493;;1358,493;1360,716;2,223;2,141;-0,937;-3,078
376;1360,716;;1360,716;1360,798;0,082;-0,937;0,93;1,867
377;1360,798;;1360,798;1361,817;1,019;0,93;-1,051;-1,981
378;1361,817;;1361,817;1361,906;0,089;-1,051;1,017;2,068
379;1361,906;;1361,906;1363,046;1,14;1,017;-0,815;-1,832
380;1363,046;;1363,046;1363,169;0,123;-0,815;0,882;1,697
381;1363,169;;1363,169;1364,107;0,938;0,882;-5,265;-6,147
382;1364,107;;1364,107;1364,163;0,056;-5,265;5,321;10,586
383;1364,163;;1364,163;1369,484;5,321;5,321;-0,668;-5,989
384;1369,484;;1369,484;1369,484;0;-0,668;0,668;1,336
385;1369,484;;1369,484;1370,152;0,668;0,668;-0,022;-0,69
386;1370,152;;1370,152;1370,152;0;-0,022;-12,032;-12,01
387;1370,152;;1370,152;1370,174;0,022;-12,032;10,634;22,666
388;1370,174;;1370,174;1382,228;12,054;10,634;1,42;-9,214
389;1382,228;;1382,228;1383,648;1,42;1,42;0;-1,42
390;1383,648;;1383,648;1383,648;0;0;-0,032;-0,032
391;1383,648;;1383,648;1383,648;0;-0,032;-6,702;-6,67
392;1383,648;;1383,648;1383,68;0,032;-6,702;6,419;13,121
393;1383,68;;1383,68;1390,414;6,734;6,419;0,315;-6,104
394;1390,414;;1390,414;1390,729;0,315;0,315;-0,001;-0,316
395;1390,729;;1390,729;1390,729;0;-0,001;0,001;0,002
396;1390,729;;1390,729;1390,73;0,001;0,001;-0,031;-0,032
397;1390,73;;1390,73;1390,73;0;-0,031;-1,328;-1,297
398;1390,73;;1390,73;1390,761;0,031;-1,328;-44,23;-42,902
399;1390,761;;1390,761;1392,12;1,359;-44,23;26,586;70,816
400;1392,12;;1392,12;1437,709;45,589;26,586;-10,416;-37,002
401;1437,709;;1437,709;1456,712;19,003;-10,416;29,419;39,835
402;1456,712;;1456,712;1486,131;29,419;29,419;-0,993;-30,412
403;1486,131;;1486,131;1486,131;0;-0,993;0,992;1,985
404;1486,131;;1486,131;1487,124;0,993;0,992;-52,433;-53,425
405;1487,124;;1487,124;1487,125;0,001;-52,433;30,75;83,183
406;1487,125;;1487,125;1539,559;52,434;30,75;19,173;-11,577
407;1539,559;;1539,559;1561,243;21,684;19,173;2,509;-16,664
408;1561,243;;1561,243;1563,754;2,511;2,509;0,002;-2,507
409;1563,754;;1563,754;1563,756;0,002;0,002;-0,042;-0,044
410;1563,756;;1563,756;1563,756;0;-0,042;-3,487;-3,445
411;1563,756;;1563,756;1563,798;0,042;-3,487;-2,219;1,268
412;1563,798;;1563,798;1567,327;3,529;-2,219;5,682;7,901
413;1567,327;;1567,327;1573,075;5,748;5,682;-0,469;-6,151
414;1573,075;;1573,075;1573,141;0,066;-0,469;0,49;0,959
415;1573,141;;1573,141;1573,676;0,535;0,49;-21,987;-22,477
416;1573,676;;1573,676;1573,721;0,045;-21,987;22,031;44,018
417;1573,721;;1573,721;1595,753;22,032;22,031;-0,057;-22,088
418;1595,753;;1595,753;1595,754;0,001;-0,057;0,057;0,114
419;1595,754;;1595,754;1595,812;0,058;0,057;-0,019;-0,076
420;1595,812;;1595,812;1595,813;0,001;-0,019;-0,769;-0,75
421;1595,813;;1595,813;1595,833;0,02;-0,769;-0,01;0,759
422;1595,833;;1595,833;1596,622;0,789;-0,01;0,799;0,809
423;1596,622;;1596,622;1597,421;0,799;0,799;0;-0,799
424;1597,421;;1597,421;1597,421;0;0;-0,037;-0,037
425;1597,421;;1597,421;1597,421;0;-0,037;-0,892;-0,855
426;1597,421;;1597,421;1597,458;0,037;-0,892;0,873;1,765
427;1597,458;;1597,458;1598,387;0,929;0,873;-21,45;-22,323
428;1598,387;;1598,387;1598,443;0,056;-21,45;18,608;40,058
429;1598,443;;1598,443;1619,949;21,506;18,608;2,898;-15,71
430;1619,949;;1619,949;1622,847;2,898;2,898;0;-2,898
431;1622,847;;1622,847;1622,847;0;0;-0,039;-0,039
432;1622,847;;1622,847;1622,847;0;-0,039;-0,527;-0,488
433;1622,847;;1622,847;1622,886;0,039;-0,527;-2,936;-2,409
434;1622,886;;1622,886;1623,452;0,566;-2,936;3,446;6,382
435;1623,452;;1623,452;1626,954;3,502;3,446;-0,104;-3,55
436;1626,954;;1626,954;1627,01;0,056;-0,104;-4,112;-4,008
437;1627,01;;1627,01;1627,17;0,16;-4,112;-28,652;-24,54
438;1627,17;;1627,17;1631,442;4,272;-28,652;20,263;48,915
439;1631,442;;1631,442;1664,366;32,924;20,263;-21,773;-42,036
440;1664,366;;1664,366;1677,027;12,661;-21,773;-43,984;-22,211
441;1677,027;;1677,027;1711,461;34,434;-43,984;78,418;122,402
442;1711,461;;1711,461;1789,879;78,418;78,418;-0,254;-78,672
443;1789,879;;1789,879;1789,879;0;-0,254;-22,961;-22,707
444;1789,879;;1789,879;1790,133;0,254;-22,961;23,168;46,129
445;1790,133;;1790,133;1813,348;23,215;23,168;0,047;-23,121
446;1813,348;;1813,348;1813,395;0,047;0,047;-0,019;-0,066
447;1813,395;;1813,395;1813,395;0;-0,019;-0,368;-0,349
448;1813,395;;1813,395;1813,414;0,019;-0,368;0,369;0,737
449;1813,414;;1813,414;1813,801;0,387;0,369;-4,541;-4,91
450;1813,801;;1813,801;1813,819;0,018;-4,541;-37,302;-32,761
451;1813,819;;1813,819;1818,378;4,559;-37,302;38,768;76,07
452;1818,378;;1818,378;1860,239;41,861;38,768;2,14;-36,628
453;1860,239;;1860,239;1863,332;3,093;2,14;0,583;-1,557
454;1863,332;;1863,332;1864,285;0,953;0,583;0,332;-0,251
455;1864,285;;1864,285;1864,655;0,37;0,332;-24,119;-24,451
456;1864,655;;1864,655;1864,693;0,038;-24,119;24,154;48,273
457;1864,693;;1864,693;1888,85;24,157;24,154;-0,043;-24,197
458;1888,85;;1888,85;1888,853;0,003;-0,043;-1,308;-1,265
459;1888,853;;1888,853;1888,899;0,046;-1,308;-18,842;-17,534
460;1888,899;;1888,899;1890,253;1,354;-18,842;11,759;30,601
461;1890,253;;1890,253;1910,449;20,196;11,759;-65,556;-77,315
462;1910,449;;1910,449;1918,886;8,437;-65,556;71,637;137,193
463;1918,886;;1918,886;1992,879;73,993;71,637;-9,176;-80,813
464;1992,879;;1992,879;1995,235;2,356;-9,176;9,537;18,713
465;1995,235;;1995,235;2006,767;11,532;9,537;-48,877;-58,414
466;2006,767;;2006,767;2008,762;1,995;-48,877;50,872;99,749
467;2008,762;;2008,762;2059,634;50,872;50,872;-0,044;-50,916
468;2059,634;;2059,634;2059,634;0;-0,044;-0,145;-0,101
469;2059,634;;2059,634;2059,678;0,044;-0,145;0,134;0,279
470;2059,678;;2059,678;2059,867;0,189;0,134;-23,173;-23,307
471;2059,867;;2059,867;2059,922;0,055;-23,173;-118,185;-95,012
472;2059,922;;2059,922;2083,15;23,228;-118,185;88,05;206,235
473;2083,15;;2083,15;2224,563;141,413;88,05;-1663,627;-1751,677
474;2224,563;;2224,563;2277,926;53,363;-1663,627;1715,224;3378,851
475;2277,926;;2277,926;3994,916;1716,99;1715,224;-4007,244;-5722,468
477;3994,916;;3994,916;3996,682;1,766;-4007,244;4006,198;8013,442
478;3996,682;;3996,682;8005,692;4009,01;4006,198;-1748,64;-5754,838
483;8005,692;;8005,692;8008,504;2,812;-1748,64;1721,942;3470,582
484;8008,504;;8008,504;9759,956;1751,452;1721,942;-18,072;-1740,014
485;9759,956;;9759,956;9789,466;29,51;-18,072;-940,863;-922,791
486;9789,466;;9789,466;9837,048;47,582;-940,863;984,961;1925,824
487;9837,048;;9837,048;10825,493;988,445;984,961;-75,185;-1060,146
488;10825,493;;10825,493;10828,977;3,484;-75,185;74,757;149,942
489;10828,977;;10828,977;10907,646;78,669;74,757;-54,246;-129,003
490;10907,646;;10907,646;10911,558;3,912;-54,246;39,28;93,526
491;10911,558;;10911,558;10969,716;58,158;39,28;-665,001;-704,281
492;10969,716;;10969,716;10988,594;18,878;-665,001;679,765;1344,766
493;10988,594;;10988,594;11672,473;683,879;679,765;-196,212;-875,977
494;11672,473;;11672,473;11676,587;4,114;-196,212;196,285;392,497
495;11676,587;;11676,587;11876,913;200,326;196,285;-3726,543;-3922,828
496;11876,913;;11876,913;11880,954;4,041;-3726,543;3721,527;7448,07
497;11880,954;;11880,954;15611,538;3730,584;3721,527;8,962;-3712,565
498;15611,538;;15611,538;15620,595;9,057;8,962;-0,004;-8,966
499;15620,595;;15620,595;15620,69;0,095;-0,004;-13,649;-13,645
500;15620,69;;15620,69;15620,789;0,099;-13,649;13,721;27,37
501;15620,789;;15620,789;15634,537;13,748;13,721;-291,145;-304,866
502;15634,537;;15634,537;15634,564;0,027;-291,145;197,147;488,292
503;15634,564;;15634,564;15925,736;291,172;197,147;86,503;-110,644
504;15925,736;;15925,736;16019,761;94,025;86,503;-502,033;-588,536
505;16019,761;;16019,761;16027,283;7,522;-502,033;397,454;899,487
506;16027,283;;16027,283;16536,838;509,555;397,454;112,025;-285,429
507;16536,838;;16536,838;16648,939;112,101;112,025;-1108,294;-1220,319
508;16648,939;;16648,939;16649,015;0,076;-1108,294;241,574;1349,868
509;16649,015;;16649,015;17757,385;1108,37;241,574;-1042,8;-1284,374
510;17757,385;;17757,385;18624,181;866,796;-1042,8;1909,519;2952,319
511;18624,181;;18624,181;20533,777;1909,596;1909,519;-0,331;-1909,85
512;20533,777;;20533,777;20533,854;0,077;-0,331;0,27;0,601
513;20533,854;;20533,854;20534,262;0,408;0,27;0,011;-0,259
515;20534,262;;20534,262;20534,4;0,138;0,011;0,09;0,079
516;20534,4;;20534,4;20534,527;0,127;0,09;-0,083;-0,173
517;20534,527;;20534,527;20534,564;0,037;-0,083;0,09;0,173
518;20534,564;;20534,564;20534,684;0,12;0,09;-0,864;-0,954
519;20534,684;;20534,684;20534,714;0,03;-0,864;0,671;1,535
520;20534,714;;20534,714;20535,608;0,894;0,671;-0,511;-1,182
521;20535,608;;20535,608;20535,831;0,223;-0,511;0,676;1,187
522;20535,831;;20535,831;20536,565;0,734;0,676;-0,061;-0,737
523;20536,565;;20536,565;20536,623;0,058;-0,061;0,085;0,146
524;20536,623;;20536,623;20536,742;0,119;0,085;-0,259;-0,344
525;20536,742;;20536,742;20536,776;0,034;-0,259;0,245;0,504
526;20536,776;;20536,776;20537,069;0,293;0,245;-0,62;-0,865
527;20537,069;;20537,069;20537,117;0,048;-0,62;0,625;1,245
528;20537,117;;20537,117;20537,785;0,668;0,625;-0,743;-1,368
529;20537,785;;20537,785;20537,828;0,043;-0,743;0,747;1,49
530;20537,828;;20537,828;20538,614;0,786;0,747;-0,588;-1,335
531;20538,614;;20538,614;20538,653;0,039;-0,588;0,58;1,168
532;20538,653;;20538,653;20539,28;0,627;0,58;-0,565;-1,145
533;20539,28;;20539,28;20539,327;0,047;-0,565;0,571;1,136
534;20539,327;;20539,327;20539,939;0,612;0,571;-15,94;-16,511
535;20539,939;;20539,939;20539,98;0,041;-15,94;15,738;31,678
536;20539,98;;20539,98;20555,961;15,981;15,738;0,242;-15,496
537;20555,961;;20555,961;20556,204;0,243;0,242;-0,051;-0,293
538;20556,204;;20556,204;20556,205;0,001;-0,051;-0,453;-0,402
539;20556,205;;20556,205;20556,257;0,052;-0,453;0,224;0,677
540;20556,257;;20556,257;20556,762;0,505;0,224;0,28;0,056
541;20556,762;;20556,762;20557,043;0,281;0,28;0,001;-0,279
542;20557,043;;20557,043;20557,044;0,001;0,001;-0,046;-0,047
543;20557,044;;20557,044;20557,044;0;-0,046;-0,462;-0,416
544;20557,044;;20557,044;20557,09;0,046;-0,462;0,469;0,931
545;20557,09;;20557,09;20557,598;0,508;0,469;-0,651;-1,12
546;20557,598;;20557,598;20557,637;0,039;-0,651;0,645;1,296
547;20557,637;;20557,637;20558,327;0,69;0,645;0,044;-0,601
548;20558,327;;20558,327;20558,372;0,045;0,044;-0,021;-0,065
549;20558,372;;20558,372;20558,373;0,001;-0,021;-0,726;-0,705
550;20558,373;;20558,373;20558,395;0,022;-0,726;0,747;1,473
551;20558,395;;20558,395;20559,143;0,748;0,747;-0,038;-0,785
552;20559,143;;20559,143;20559,144;0,001;-0,038;-0,693;-0,655
553;20559,144;;20559,144;20559,183;0,039;-0,693;-0,249;0,444
554;20559,183;;20559,183;20559,915;0,732;-0,249;-0,312;-0,063
555;20559,915;;20559,915;20560,896;0,981;-0,312;-15,827;-15,515
556;20560,896;;20560,896;20562,189;1,293;-15,827;17,119;32,946
557;20562,189;;20562,189;20579,309;17,12;17,119;-0,055;-17,174
562;20579,309;;20579,309;20579,31;0,001;-0,055;-1,322;-1,267
563;20579,31;;20579,31;20579,366;0,056;-1,322;-0,545;0,777
564;20579,366;;20579,366;20580,744;1,378;-0,545;-257,597;-257,052
565;20580,744;;20580,744;20582,667;1,923;-257,597;259,049;516,646
566;20582,667;;20582,667;20842,187;259,52;259,049;-7,378;-266,427
570;20842,187;;20842,187;20842,658;0,471;-7,378;7,848;15,226
571;20842,658;;20842,658;20850,507;7,849;7,848;-0,097;-7,945
573;20850,507;;20850,507;20850,508;0,001;-0,097;-1,786;-1,689
574;20850,508;;20850,508;20850,606;0,098;-1,786;-16,823;-15,037
575;20850,606;;20850,606;20852,49;1,884;-16,823;1,799;18,622
576;20852,49;;20852,49;20871,197;18,707;1,799;16,153;14,354
578;20871,197;;20871,197;20888,105;16,908;16,153;0,753;-15,4
579;20888,105;;20888,105;20888,86;0,755;0,753;-0,036;-0,789
580;20888,86;;20888,86;20888,862;0,002;-0,036;-0,195;-0,159
581;20888,862;;20888,862;20888,9;0,038;-0,195;-16,017;-15,822
582;20888,9;;20888,9;20889,133;0,233;-16,017;16,184;32,201
583;20889,133;;20889,133;20905,383;16,25;16,184;-0,605;-16,789
584;20905,383;;20905,383;20905,449;0,066;-0,605;0,621;1,226
585;20905,449;;20905,449;20906,12;0,671;0,621;-21,466;-22,087
586;20906,12;;20906,12;20906,17;0,05;-21,466;21,353;42,819
587;20906,17;;20906,17;20927,686;21,516;21,353;-0,502;-21,855
588;20927,686;;20927,686;20927,849;0,163;-0,502;0,626;1,128
589;20927,849;;20927,849;20928,514;0,665;0,626;0,023;-0,603
590;20928,514;;20928,514;20928,553;0,039;0,023;-1,492;-1,515
591;20928,553;;20928,553;20928,569;0,016;-1,492;1,02;2,512
592;20928,569;;20928,569;20930,077;1,508;1,02;0,406;-0,614
593;20930,077;;20930,077;20930,565;0,488;0,406;-1,232;-1,638
594;20930,565;;20930,565;20930,647;0,082;-1,232;-10,929;-9,697
595;20930,647;;20930,647;20931,961;1,314;-10,929;-21,056;-10,127
596;20931,961;;20931,961;20944,204;12,243;-21,056;16,656;37,712
597;20944,204;;20944,204;20977,503;33,299;16,656;-2,767;-19,423
598;20977,503;;20977,503;20994,146;16,643;-2,767;-162,578;-159,811
599;20994,146;;20994,146;21013,556;19,41;-162,578;178,404;340,982
600;21013,556;;21013,556;21195,544;181,988;178,404;3,498;-174,906
601;21195,544;;21195,544;21199,128;3,584;3,498;-0,213;-3,711
602;21199,128;;21199,128;21199,214;0,086;-0,213;-3,201;-2,988
603;21199,214;;21199,214;21199,513;0,299;-3,201;-37,526;-34,325
604;21199,513;;21199,513;21203,013;3,5;-37,526;39,753;77,279
605;21203,013;;21203,013;21244,039;41,026;39,753;0,688;-39,065
606;21244,039;;21244,039;21245,312;1,273;0,688;0,535;-0,153
607;21245,312;;21245,312;21245,897;0,585;0,535;-18,55;-19,085
608;21245,897;;21245,897;21245,947;0,05;-18,55;17,906;36,456
609;21245,947;;21245,947;21264,547;18,6;17,906;0,694;-17,212
610;21264,547;;21264,547;21265,241;0,694;0,694;-0,028;-0,722
611;21265,241;;21265,241;21265,241;0;-0,028;-1,533;-1,505
612;21265,241;;21265,241;21265,269;0,028;-1,533;-2,368;-0,835
613;21265,269;;21265,269;21266,83;1,561;-2,368;-11,144;-8,776
614;21266,83;;21266,83;21270,759;3,929;-11,144;6,916;18,06
615;21270,759;;21270,759;21285,832;15,073;6,916;-19,606;-26,522
616;21285,832;;21285,832;21293,989;8,157;-19,606;27,548;47,154
617;21293,989;;21293,989;21321,752;27,763;27,548;0,215;-27,333
618;21321,752;;21321,752;21321,967;0,215;0,215;-0,035;-0,25
619;21321,967;;21321,967;21321,967;0;-0,035;-1,875;-1,84
620;21321,967;;21321,967;21322,002;0,035;-1,875;1,908;3,783
621;21322,002;;21322,002;21323,912;1,91;1,908;0;-1,908
622;21323,912;;21323,912;21323,914;0,002;0;0,001;0,001
623;21323,914;;21323,914;21323,916;0,002;0,001;0,001;0
624;21323,916;;21323,916;21323,917;0,001;0,001;-0,056;-0,057
625;21323,917;;21323,917;21323,917;0;-0,056;-0,515;-0,459
626;21323,917;;21323,917;21323,973;0,056;-0,515;0,219;0,734
627;21323,973;;21323,973;21324,544;0,571;0,219;0,309;0,09
628;21324,544;;21324,544;21324,896;0,352;0,309;-0,327;-0,636
630;21324,896;;21324,896;21324,939;0,043;-0,327;-1,992;-1,665
631;21324,939;;21324,939;21325,309;0,37;-1,992;2,361;4,353
632;21325,309;;21325,309;21327,671;2,362;2,361;-0,001;-2,362
633;21327,671;;21327,671;21327,672;0,001;-0,001;0,001;0,002
634;21327,672;;21327,672;21327,674;0,002;0,001;-0,064;-0,065
635;21327,674;;21327,674;21327,675;0,001;-0,064;-44,626;-44,562
636;21327,675;;21327,675;21327,74;0,065;-44,626;44,558;89,184
638;21327,74;;21327,74;21372,431;44,691;44,558;-0,947;-45,505
639;21372,431;;21372,431;21372,564;0,133;-0,947;0,601;1,548
640;21372,564;;21372,564;21373,644;1,08;0,601;-1,315;-1,916
641;21373,644;;21373,644;21374,123;0,479;-1,315;1,699;3,014
642;21374,123;;21374,123;21375,917;1,794;1,699;-1,03;-2,729
643;21375,917;;21375,917;21376,012;0,095;-1,03;1,04;2,07
644;21376,012;;21376,012;21377,137;1,125;1,04;-0,099;-1,139
645;21377,137;;21377,137;21377,222;0,085;-0,099;0,14;0,239
646;21377,222;;21377,222;21377,406;0,184;0,14;-17,229;-17,369
647;21377,406;;21377,406;21377,45;0,044;-17,229;17,272;34,501
648;21377,45;;21377,45;21394,723;17,273;17,272;-3,638;-20,91
649;21394,723;;21394,723;21394,724;0,001;-3,638;3,094;6,732
650;21394,724;;21394,724;21398,363;3,639;3,094;0,544;-2,55
651;21398,363;;21398,363;21398,908;0,545;0,544;-1,204;-1,748
652;21398,908;;21398,908;21398,909;0,001;-1,204;1,175;2,379
653;21398,909;;21398,909;21400,114;1,205;1,175;-1,649;-2,824
654;21400,114;;21400,114;21400,144;0,03;-1,649;-0,004;1,645
655;21400,144;;21400,144;21401,823;1,679;-0,004;1,622;1,626
656;21401,823;;21401,823;21403,506;1,683;1,622;-22,448;-24,07
657;21403,506;;21403,506;21403,567;0,061;-22,448;22,389;44,837
658;21403,567;;21403,567;21426,076;22,509;22,389;-1,453;-23,842
659;21426,076;;21426,076;21426,196;0,12;-1,453;1,332;2,785
660;21426,196;;21426,196;21427,769;1,573;1,332;-258,287;-259,619
661;21427,769;;21427,769;21428,01;0,241;-258,287;254,563;512,85
662;21428,01;;21428,01;21686,538;258,528;254,563;-35,662;-290,225
666;21686,538;;21686,538;21690,503;3,965;-35,662;39,625;75,287
667;21690,503;;21690,503;21730,13;39,627;39,625;-0,09;-39,715
668;21730,13;;21730,13;21730,132;0,002;-0,09;-0,291;-0,201
669;21730,132;;21730,132;21730,224;0,092;-0,291;0,381;0,672
670;21730,224;;21730,224;21730,607;0,383;0,381;-0,062;-0,443
671;21730,607;;21730,607;21730,609;0,002;-0,062;-14,722;-14,66
672;21730,609;;21730,609;21730,673;0,064;-14,722;14,479;29,201
673;21730,673;;21730,673;21745,459;14,786;14,479;0,305;-14,174
674;21745,459;;21745,459;21745,766;0,307;0,305;-0,091;-0,396
675;21745,766;;21745,766;21745,768;0,002;-0,091;-3,439;-3,348
676;21745,768;;21745,768;21745,861;0,093;-3,439;3,529;6,968
677;21745,861;;21745,861;21749,393;3,532;3,529;-0,302;-3,831
678;21749,393;;21749,393;21749,396;0,003;-0,302;0,112;0,414
679;21749,396;;21749,396;21749,701;0,305;0,112;0,135;0,023
680;21749,701;;21749,701;21749,894;0,193;0,135;-0,78;-0,915
681;21749,894;;21749,894;21749,952;0,058;-0,78;0,836;1,616
682;21749,952;;21749,952;21750,79;0,838;0,836;-0,093;-0,929
683;21750,79;;21750,79;21750,792;0,002;-0,093;-0,861;-0,768
684;21750,792;;21750,792;21750,887;0,095;-0,861;0,691;1,552
685;21750,887;;21750,887;21751,843;0,956;0,691;0,213;-0,478
686;21751,843;;21751,843;21752,108;0,265;0,213;-0,39;-0,603
687;21752,108;;21752,108;21752,16;0,052;-0,39;-13,197;-12,807
688;21752,16;;21752,16;21752,602;0,442;-13,197;13,519;26,716
689;21752,602;;21752,602;21766,241;13,639;13,519;-1,814;-15,333
690;21766,241;;21766,241;21766,361;0,12;-1,814;1,828;3,642
691;21766,361;;21766,361;21768,295;1,934;1,828;-1,211;-3,039
692;21768,295;;21768,295;21768,401;0,106;-1,211;1,237;2,448
693;21768,401;;21768,401;21769,718;1,317;1,237;-11,108;-12,345
694;21769,718;;21769,718;21769,798;0,08;-11,108;11,094;22,202
695;21769,798;;21769,798;21780,986;11,188;11,094;-0,727;-11,821
696;21780,986;;21780,986;21781,08;0,094;-0,727;0,762;1,489
697;21781,08;;21781,08;21781,901;0,821;0,762;-0,798;-1,56
698;21781,901;;21781,901;21781,96;0,059;-0,798;0,808;1,606
699;21781,96;;21781,96;21782,817;0,857;0,808;-0,937;-1,745
700;21782,817;;21782,817;21782,866;0,049;-0,937;0,811;1,748
701;21782,866;;21782,866;21783,852;0,986;0,811;-2,269;-3,08
702;21783,852;;21783,852;21784,027;0,175;-2,269;2,294;4,563
703;21784,027;;21784,027;21786,471;2,444;2,294;-2,133;-4,427
704;21786,471;;21786,471;21786,621;0,15;-2,133;1,17;3,303
705;21786,621;;21786,621;21788,904;2,283;1,17;1,113;-0,057
706;21788,904;;21788,904;21790,017;1,113;1,113;-0,001;-1,114
707;21790,017;;21790,017;21790,017;0;-0,001;-0,022;-0,021
708;21790,017;;21790,017;21790,018;0,001;-0,022;-0,453;-0,431
709;21790,018;;21790,018;21790,041;0,023;-0,453;0,475;0,928
710;21790,041;;21790,041;21790,517;0,476;0,475;0,001;-0,474
711;21790,517;;21790,517;21790,518;0,001;0,001;-0,018;-0,019
712;21790,518;;21790,518;21790,518;0;-0,018;-1,631;-1,613
713;21790,518;;21790,518;21790,536;0,018;-1,631;1,648;3,279
714;21790,536;;21790,536;21792,185;1,649;1,648;0,001;-1,647
715;21792,185;;21792,185;21792,186;0,001;0,001;-0,02;-0,021
716;21792,186;;21792,186;21792,186;0;-0,02;-0,163;-0,143
717;21792,186;;21792,186;21792,206;0,02;-0,163;0,168;0,331
718;21792,206;;21792,206;21792,389;0,183;0,168;-11,123;-11,291
719;21792,389;;21792,389;21792,404;0,015;-11,123;8,984;20,107
720;21792,404;;21792,404;21803,542;11,138;8,984;2,153;-6,831
721;21803,542;;21803,542;21805,696;2,154;2,153;0,001;-2,152
722;21805,696;;21805,696;21805,697;0,001;0,001;0;-0,001
723;21805,697;;21805,697;21805,697;0;0;0;0
724;21805,697;;21805,697;21805,697;0;0;-0,001;-0,001
725;21805,697;;21805,697;21805,697;0;-0,001;-0,042;-0,041
726;21805,697;;21805,697;21805,698;0,001;-0,042;-6,218;-6,176
727;21805,698;;21805,698;21805,741;0,043;-6,218;5,364;11,582
728;21805,741;;21805,741;21812,002;6,261;5,364;-0,987;-6,351
729;21812,002;;21812,002;21812,899;0,897;-0,987;1,884;2,871
730;21812,899;;21812,899;21814,783;1,884;1,884;-1,18;-3,064
731;21814,783;;21814,783;21814,783;0;-1,18;1,18;2,36
732;21814,783;;21814,783;21815,963;1,18;1,18;-0,023;-1,203
733;21815,963;;21815,963;21815,963;0;-0,023;-0,051;-0,028
734;21815,963;;21815,963;21815,986;0,023;-0,051;-23,79;-23,739
735;21815,986;;21815,986;21816,06;0,074;-23,79;9,9;33,69
736;21816,06;;21816,06;21839,924;23,864;9,9;-1,452;-11,352
737;21839,924;;21839,924;21853,888;13,964;-1,452;14,897;16,349
738;21853,888;;21853,888;21869,304;15,416;14,897;0,519;-14,378
739;21869,304;;21869,304;21869,823;0,519;0,519;-0,042;-0,561
740;21869,823;;21869,823;21869,823;0;-0,042;-0,181;-0,139
741;21869,823;;21869,823;21869,865;0,042;-0,181;0,222;0,403
742;21869,865;;21869,865;21870,088;0,223;0,222;-0,022;-0,244
743;21870,088;;21870,088;21870,089;0,001;-0,022;-1,024;-1,002
744;21870,089;;21870,089;21870,112;0,023;-1,024;1,027;2,051
745;21870,112;;21870,112;21871,159;1,047;1,027;-0,698;-1,725
746;21871,159;;21871,159;21871,179;0,02;-0,698;-0,434;0,264
747;21871,179;;21871,179;21871,897;0,718;-0,434;1,151;1,585
748;21871,897;;21871,897;21873,049;1,152;1,151;-0,02;-1,171
749;21873,049;;21873,049;21873,05;0,001;-0,02;-0,479;-0,459
750;21873,05;;21873,05;21873,071;0,021;-0,479;0,485;0,964
751;21873,071;;21873,071;21873,571;0,5;0,485;-0,289;-0,774
752;21873,571;;21873,571;21873,586;0,015;-0,289;-1,357;-1,068
753;21873,586;;21873,586;21873,89;0,304;-1,357;1,661;3,018
